year,country,variable,value,notes
2027,Albania,scenario 2,193872940.7542205,20% decrease in concessional finance
2027,Algeria,scenario 2,135137224.776684,20% decrease in concessional finance
2027,Angola,scenario 2,-4858700034.164598,20% decrease in concessional finance
2027,Argentina,scenario 2,809847614.6044445,20% decrease in concessional finance
2027,Armenia,scenario 2,-18838102.644153476,20% decrease in concessional finance
2027,Azerbaijan,scenario 2,-895972559.2867063,20% decrease in concessional finance
2027,Bangladesh,scenario 2,3930482953.330372,20% decrease in concessional finance
2027,Belarus,scenario 2,-2178097406.6330423,20% decrease in concessional finance
2027,Belize,scenario 2,-8798872.11566256,20% decrease in concessional finance
2027,Benin,scenario 2,1147633373.9695182,20% decrease in concessional finance
2027,Bhutan,scenario 2,-139007836.26091576,20% decrease in concessional finance
2027,Bolivia,scenario 2,32200760.781044006,20% decrease in concessional finance
2027,Bosnia and Herzegovina,scenario 2,302760428.9117458,20% decrease in concessional finance
2027,Botswana,scenario 2,-181849731.56219852,20% decrease in concessional finance
2027,Brazil,scenario 2,4069926307.4583454,20% decrease in concessional finance
2027,Burkina Faso,scenario 2,1200805375.8925946,20% decrease in concessional finance
2027,Burundi,scenario 2,492470388.6967233,20% decrease in concessional finance
2027,Cabo Verde,scenario 2,12213546.308397532,20% decrease in concessional finance
2027,Cambodia,scenario 2,1375420715.4157984,20% decrease in concessional finance
2027,Cameroon,scenario 2,136317330.5401566,20% decrease in concessional finance
2027,Central African Republic,scenario 2,620320691.2504344,20% decrease in concessional finance
2027,Chad,scenario 2,747277656.0446204,20% decrease in concessional finance
2027,Colombia,scenario 2,453561025.529644,20% decrease in concessional finance
2027,Comoros,scenario 2,117237057.89410444,20% decrease in concessional finance
2027,Congo Republic,scenario 2,-238289559.3641141,20% decrease in concessional finance
2027,Costa Rica,scenario 2,1973377652.5980525,20% decrease in concessional finance
2027,Cote d'Ivoire,scenario 2,1162337104.3598204,20% decrease in concessional finance
2027,DR Congo,scenario 2,2981581772.723262,20% decrease in concessional finance
2027,Developing countries,scenario 2,38370873701.30548,20% decrease in concessional finance
2027,Djibouti,scenario 2,220163771.5410091,20% decrease in concessional finance
2027,Dominica,scenario 2,39453731.64682867,20% decrease in concessional finance
2027,Dominican Republic,scenario 2,-216227097.6652918,20% decrease in concessional finance
2027,Ecuador,scenario 2,-753090916.9679503,20% decrease in concessional finance
2027,Egypt,scenario 2,2784989765.151373,20% decrease in concessional finance
2027,El Salvador,scenario 2,-217717145.64938545,20% decrease in concessional finance
2027,Eritrea,scenario 2,93614059.75727826,20% decrease in concessional finance
2027,Eswatini,scenario 2,13749318.88956283,20% decrease in concessional finance
2027,Ethiopia,scenario 2,5076205365.646611,20% decrease in concessional finance
2027,Fiji,scenario 2,113818863.09271169,20% decrease in concessional finance
2027,Gabon,scenario 2,75138848.72058463,20% decrease in concessional finance
2027,Gambia,scenario 2,303929256.72313905,20% decrease in concessional finance
2027,Georgia,scenario 2,154883207.17903662,20% decrease in concessional finance
2027,Ghana,scenario 2,-1101197698.6902306,20% decrease in concessional finance
2027,Grenada,scenario 2,26686392.85695604,20% decrease in concessional finance
2027,Guatemala,scenario 2,474431745.7367563,20% decrease in concessional finance
2027,Guinea,scenario 2,134089205.38641834,20% decrease in concessional finance
2027,Guinea-Bissau,scenario 2,133108495.0679627,20% decrease in concessional finance
2027,Guyana,scenario 2,73653157.3708876,20% decrease in concessional finance
2027,Haiti,scenario 2,668663733.1889379,20% decrease in concessional finance
2027,Honduras,scenario 2,-978068759.0444232,20% decrease in concessional finance
2027,India,scenario 2,-3978359615.9686966,20% decrease in concessional finance
2027,Indonesia,scenario 2,3912028017.8846626,20% decrease in concessional finance
2027,Iran,scenario 2,234166266.30767885,20% decrease in concessional finance
2027,Iraq,scenario 2,502734607.182724,20% decrease in concessional finance
2027,Jamaica,scenario 2,-675870715.9275589,20% decrease in concessional finance
2027,Jordan,scenario 2,2687269494.8936415,20% decrease in concessional finance
2027,Kazakhstan,scenario 2,-1177676229.7044036,20% decrease in concessional finance
2027,Kenya,scenario 2,840756957.6143279,20% decrease in concessional finance
2027,Kosovo,scenario 2,265706608.5270975,20% decrease in concessional finance
2027,Kyrgyz Republic,scenario 2,221776579.26949537,20% decrease in concessional finance
2027,Laos,scenario 2,-504164083.7912569,20% decrease in concessional finance
2027,Lebanon,scenario 2,-2397370158.664879,20% decrease in concessional finance
2027,Lesotho,scenario 2,84725585.19037472,20% decrease in concessional finance
2027,Liberia,scenario 2,458926149.27956176,20% decrease in concessional finance
2027,Low income,scenario 2,28714522010.947296,20% decrease in concessional finance
2027,Lower middle income,scenario 2,18643769390.02829,20% decrease in concessional finance
2027,Madagascar,scenario 2,1103110673.0201485,20% decrease in concessional finance
2027,Malawi,scenario 2,1376838825.906242,20% decrease in concessional finance
2027,Maldives,scenario 2,274483189.4903991,20% decrease in concessional finance
2027,Mali,scenario 2,948589423.1447335,20% decrease in concessional finance
2027,Mauritania,scenario 2,58976865.70483208,20% decrease in concessional finance
2027,Mauritius,scenario 2,1336827877.4547508,20% decrease in concessional finance
2027,Mexico,scenario 2,-15345252800.620094,20% decrease in concessional finance
2027,Moldova,scenario 2,1185643899.305863,20% decrease in concessional finance
2027,Mongolia,scenario 2,495738894.37364054,20% decrease in concessional finance
2027,Montenegro,scenario 2,-854540086.2995515,20% decrease in concessional finance
2027,Morocco,scenario 2,1401658038.9631567,20% decrease in concessional finance
2027,Mozambique,scenario 2,2338798876.440626,20% decrease in concessional finance
2027,Myanmar,scenario 2,580092819.7204591,20% decrease in concessional finance
2027,Nepal,scenario 2,769341151.4911143,20% decrease in concessional finance
2027,Nicaragua,scenario 2,-64661079.084091425,20% decrease in concessional finance
2027,Niger,scenario 2,667826928.8787816,20% decrease in concessional finance
2027,Nigeria,scenario 2,711396560.1858416,20% decrease in concessional finance
2027,North Macedonia,scenario 2,229256837.9988563,20% decrease in concessional finance
2027,Pakistan,scenario 2,2494295338.2761135,20% decrease in concessional finance
2027,Papua New Guinea,scenario 2,483741239.0897604,20% decrease in concessional finance
2027,Paraguay,scenario 2,-269646805.9062786,20% decrease in concessional finance
2027,Peru,scenario 2,-1514035721.57718,20% decrease in concessional finance
2027,Philippines,scenario 2,3862831520.8773,20% decrease in concessional finance
2027,Rwanda,scenario 2,1304638993.9061017,20% decrease in concessional finance
2027,Samoa,scenario 2,105610586.53219716,20% decrease in concessional finance
2027,Sao Tome and Principe,scenario 2,81111474.777043,20% decrease in concessional finance
2027,Senegal,scenario 2,1156743327.4870024,20% decrease in concessional finance
2027,Serbia,scenario 2,602890573.4856787,20% decrease in concessional finance
2027,Sierra Leone,scenario 2,405342864.24128664,20% decrease in concessional finance
2027,Solomon Islands,scenario 2,270024629.93161315,20% decrease in concessional finance
2027,Somalia,scenario 2,1620478051.312363,20% decrease in concessional finance
2027,South Africa,scenario 2,-5018988500.476718,20% decrease in concessional finance
2027,Sri Lanka,scenario 2,-183817239.37715912,20% decrease in concessional finance
2027,St. Lucia,scenario 2,75410766.9069289,20% decrease in concessional finance
2027,St. Vincent and the Grenadines,scenario 2,42906343.39667365,20% decrease in concessional finance
2027,Sudan,scenario 2,585240599.0776365,20% decrease in concessional finance
2027,Suriname,scenario 2,-80637126.89677227,20% decrease in concessional finance
2027,Tajikistan,scenario 2,233445418.45116815,20% decrease in concessional finance
2027,Tanzania,scenario 2,3457443024.3536873,20% decrease in concessional finance
2027,Thailand,scenario 2,-1982236591.827419,20% decrease in concessional finance
2027,Timor-Leste,scenario 2,237407908.02180895,20% decrease in concessional finance
2027,Togo,scenario 2,365752577.7640174,20% decrease in concessional finance
2027,Tonga,scenario 2,121566595.20753708,20% decrease in concessional finance
2027,Tunisia,scenario 2,780334752.7889562,20% decrease in concessional finance
2027,Turkmenistan,scenario 2,-267053377.70489463,20% decrease in concessional finance
2027,Türkiye,scenario 2,4513416321.935757,20% decrease in concessional finance
2027,Uganda,scenario 2,1952531485.108439,20% decrease in concessional finance
2027,Upper middle income,scenario 2,-9040857006.140991,20% decrease in concessional finance
2027,Uzbekistan,scenario 2,2312134723.692179,20% decrease in concessional finance
2027,Vanuatu,scenario 2,162571006.86663434,20% decrease in concessional finance
2027,Vietnam,scenario 2,-1773863695.6205606,20% decrease in concessional finance
2027,Yemen,scenario 2,1748896116.9501383,20% decrease in concessional finance
2027,Zambia,scenario 2,-463346134.59840894,20% decrease in concessional finance
2027,Zimbabwe,scenario 2,595427643.7224252,20% decrease in concessional finance
2024,Afghanistan,scenario 3,2933937074.05488,30% decrease in concessional finance
2024,Africa,scenario 3,11796019366.607971,30% decrease in concessional finance
2024,Albania,scenario 3,555498341.7676963,30% decrease in concessional finance
2024,Algeria,scenario 3,134854977.87735572,30% decrease in concessional finance
2024,Angola,scenario 3,-8656096249.66294,30% decrease in concessional finance
2024,Argentina,scenario 3,-21067542645.552708,30% decrease in concessional finance
2024,Armenia,scenario 3,20182603.817698956,30% decrease in concessional finance
2024,Azerbaijan,scenario 3,-3171197482.767525,30% decrease in concessional finance
2024,Bangladesh,scenario 3,5562740183.617796,30% decrease in concessional finance
2024,Belarus,scenario 3,-1755826556.1954508,30% decrease in concessional finance
2024,Belize,scenario 3,-53251824.12772769,30% decrease in concessional finance
2024,Benin,scenario 3,1309400908.8973458,30% decrease in concessional finance
2024,Bhutan,scenario 3,-102844136.07563964,30% decrease in concessional finance
2024,Bolivia,scenario 3,49252521.20855641,30% decrease in concessional finance
2024,Bosnia and Herzegovina,scenario 3,217353033.93467355,30% decrease in concessional finance
2024,Botswana,scenario 3,-113714461.40919656,30% decrease in concessional finance
2024,Brazil,scenario 3,-5794631634.156208,30% decrease in concessional finance
2024,Burkina Faso,scenario 3,1394777520.1735337,30% decrease in concessional finance
2024,Burundi,scenario 3,565141229.3896313,30% decrease in concessional finance
2024,Cabo Verde,scenario 3,-5582408.962002784,30% decrease in concessional finance
2024,Cambodia,scenario 3,1322380517.191948,30% decrease in concessional finance
2024,Cameroon,scenario 3,-12491863.547022345,30% decrease in concessional finance
2024,Central African Republic,scenario 3,706244043.7629418,30% decrease in concessional finance
2024,Chad,scenario 3,776133138.9166654,30% decrease in concessional finance
2024,Colombia,scenario 3,4941800994.671371,30% decrease in concessional finance
2024,Comoros,scenario 3,116475008.0697665,30% decrease in concessional finance
2024,Congo Republic,scenario 3,-362427990.5393171,30% decrease in concessional finance
2024,Costa Rica,scenario 3,1926402445.9755056,30% decrease in concessional finance
2024,Cote d'Ivoire,scenario 3,1282723319.2450645,30% decrease in concessional finance
2024,DR Congo,scenario 3,3498512570.6098137,30% decrease in concessional finance
2024,Developing countries,scenario 3,-27710485316.86621,30% decrease in concessional finance
2024,Djibouti,scenario 3,251603220.2131033,30% decrease in concessional finance
2024,Dominica,scenario 3,11183439.88146434,30% decrease in concessional finance
2024,Dominican Republic,scenario 3,1463947348.332254,30% decrease in concessional finance
2024,Ecuador,scenario 3,-978132430.31035,30% decrease in concessional finance
2024,Egypt,scenario 3,-4403440860.559357,30% decrease in concessional finance
2024,El Salvador,scenario 3,436285931.0044,30% decrease in concessional finance
2024,Eritrea,scenario 3,88643123.3200109,30% decrease in concessional finance
2024,Eswatini,scenario 3,83238409.75239511,30% decrease in concessional finance
2024,Ethiopia,scenario 3,-612167246.4699821,30% decrease in concessional finance
2024,Fiji,scenario 3,113209314.99462412,30% decrease in concessional finance
2024,Gabon,scenario 3,-110831122.35820104,30% decrease in concessional finance
2024,Gambia,scenario 3,296946252.0502872,30% decrease in concessional finance
2024,Georgia,scenario 3,303254593.14623964,30% decrease in concessional finance
2024,Ghana,scenario 3,-1362519890.956067,30% decrease in concessional finance
2024,Grenada,scenario 3,20889652.882739544,30% decrease in concessional finance
2024,Guatemala,scenario 3,1044089311.7078798,30% decrease in concessional finance
2024,Guinea,scenario 3,218019256.251256,30% decrease in concessional finance
2024,Guinea-Bissau,scenario 3,133621778.81145972,30% decrease in concessional finance
2024,Guyana,scenario 3,151053894.05492347,30% decrease in concessional finance
2024,Haiti,scenario 3,864147395.5874808,30% decrease in concessional finance
2024,Honduras,scenario 3,-245495447.55550337,30% decrease in concessional finance
2024,India,scenario 3,-6886674022.332272,30% decrease in concessional finance
2024,Indonesia,scenario 3,-13735876512.5461,30% decrease in concessional finance
2024,Iran,scenario 3,214270694.97724688,30% decrease in concessional finance
2024,Iraq,scenario 3,-536746151.50928354,30% decrease in concessional finance
2024,Jamaica,scenario 3,-473318342.67783856,30% decrease in concessional finance
2024,Jordan,scenario 3,4777902823.087793,30% decrease in concessional finance
2024,Kazakhstan,scenario 3,-3125650950.01303,30% decrease in concessional finance
2024,Kenya,scenario 3,-934376108.1749372,30% decrease in concessional finance
2024,Kosovo,scenario 3,302751049.72903264,30% decrease in concessional finance
2024,Kyrgyz Republic,scenario 3,395410627.9197738,30% decrease in concessional finance
2024,Laos,scenario 3,-1085874953.2049346,30% decrease in concessional finance
2024,Lebanon,scenario 3,-1360342583.343285,30% decrease in concessional finance
2024,Lesotho,scenario 3,145644791.7108554,30% decrease in concessional finance
2024,Liberia,scenario 3,564561768.9380337,30% decrease in concessional finance
2024,Low income,scenario 3,28122648418.505074,30% decrease in concessional finance
2024,Lower middle income,scenario 3,-5194147637.750305,30% decrease in concessional finance
2024,Madagascar,scenario 3,1204417452.2131362,30% decrease in concessional finance
2024,Malawi,scenario 3,1677955332.6656773,30% decrease in concessional finance
2024,Maldives,scenario 3,222743821.26913393,30% decrease in concessional finance
2024,Mali,scenario 3,1138863170.9807923,30% decrease in concessional finance
2024,Mauritania,scenario 3,24283530.557285488,30% decrease in concessional finance
2024,Mauritius,scenario 3,457536256.6398883,30% decrease in concessional finance
2024,Mexico,scenario 3,-7033944256.273754,30% decrease in concessional finance
2024,Moldova,scenario 3,1249946055.5929384,30% decrease in concessional finance
2024,Mongolia,scenario 3,1076256611.8164716,30% decrease in concessional finance
2024,Montenegro,scenario 3,-91799536.45259868,30% decrease in concessional finance
2024,Morocco,scenario 3,-866003711.3501358,30% decrease in concessional finance
2024,Mozambique,scenario 3,2663976820.0596075,30% decrease in concessional finance
2024,Myanmar,scenario 3,347034240.8264122,30% decrease in concessional finance
2024,Nepal,scenario 3,989513684.652203,30% decrease in concessional finance
2024,Nicaragua,scenario 3,105865192.77359603,30% decrease in concessional finance
2024,Niger,scenario 3,958002682.0912364,30% decrease in concessional finance
2024,Nigeria,scenario 3,4008678806.227002,30% decrease in concessional finance
2024,North Macedonia,scenario 3,373261132.4065336,30% decrease in concessional finance
2024,Pakistan,scenario 3,-6555264688.666157,30% decrease in concessional finance
2024,Papua New Guinea,scenario 3,578448639.4678953,30% decrease in concessional finance
2024,Paraguay,scenario 3,382710755.08747053,30% decrease in concessional finance
2024,Peru,scenario 3,-118424479.79333591,30% decrease in concessional finance
2024,Philippines,scenario 3,4284064766.40973,30% decrease in concessional finance
2024,Rwanda,scenario 3,1704769883.4541192,30% decrease in concessional finance
2024,Samoa,scenario 3,98080460.3757105,30% decrease in concessional finance
2024,Sao Tome and Principe,scenario 3,78453830.7207236,30% decrease in concessional finance
2024,Senegal,scenario 3,1608325044.240015,30% decrease in concessional finance
2024,Serbia,scenario 3,2035640265.969977,30% decrease in concessional finance
2024,Sierra Leone,scenario 3,451358490.24160826,30% decrease in concessional finance
2024,Solomon Islands,scenario 3,264431474.3858883,30% decrease in concessional finance
2024,Somalia,scenario 3,2289177219.739368,30% decrease in concessional finance
2024,South Africa,scenario 3,-6192295941.274968,30% decrease in concessional finance
2024,Sri Lanka,scenario 3,-3284630311.6053085,30% decrease in concessional finance
2024,St. Lucia,scenario 3,91489236.7132398,30% decrease in concessional finance
2024,St. Vincent and the Grenadines,scenario 3,50989135.610239774,30% decrease in concessional finance
2024,Sudan,scenario 3,770674520.597745,30% decrease in concessional finance
2024,Suriname,scenario 3,1986637.4522498848,30% decrease in concessional finance
2024,Tajikistan,scenario 3,372936282.22684467,30% decrease in concessional finance
2024,Tanzania,scenario 3,3144600254.878425,30% decrease in concessional finance
2024,Thailand,scenario 3,-2657333658.1850576,30% decrease in concessional finance
2024,Timor-Leste,scenario 3,268436910.5402951,30% decrease in concessional finance
2024,Togo,scenario 3,451522747.2977558,30% decrease in concessional finance
2024,Tonga,scenario 3,115395400.50130084,30% decrease in concessional finance
2024,Tunisia,scenario 3,-902278172.6561928,30% decrease in concessional finance
2024,Turkmenistan,scenario 3,-662065490.8323312,30% decrease in concessional finance
2024,Türkiye,scenario 3,-818303708.9998093,30% decrease in concessional finance
2024,Uganda,scenario 3,2363267676.670669,30% decrease in concessional finance
2024,Upper middle income,scenario 3,-50726958141.67587,30% decrease in concessional finance
2024,Uzbekistan,scenario 3,2807875773.6098843,30% decrease in concessional finance
2024,Vanuatu,scenario 3,163148264.71358874,30% decrease in concessional finance
2024,Vietnam,scenario 3,-3458760735.181586,30% decrease in concessional finance
2024,Yemen,scenario 3,2102311168.9360795,30% decrease in concessional finance
2024,Zambia,scenario 3,-1202400164.0439692,30% decrease in concessional finance
2024,Zimbabwe,scenario 3,970240521.307696,30% decrease in concessional finance
2025,Afghanistan,scenario 3,2551970021.863148,30% decrease in concessional finance
2025,Africa,scenario 3,20548874000.200897,30% decrease in concessional finance
2025,Albania,scenario 3,-30450247.68616295,30% decrease in concessional finance
2025,Algeria,scenario 3,126401999.7166595,30% decrease in concessional finance
2025,Angola,scenario 3,-8423277742.751813,30% decrease in concessional finance
2025,Argentina,scenario 3,308877737.15103054,30% decrease in concessional finance
2025,Armenia,scenario 3,-331132829.86998427,30% decrease in concessional finance
2025,Azerbaijan,scenario 3,-1297072197.0379694,30% decrease in concessional finance
2025,Bangladesh,scenario 3,4710079063.556543,30% decrease in concessional finance
2025,Belarus,scenario 3,-1266112965.9086783,30% decrease in concessional finance
2025,Belize,scenario 3,-5856094.548758879,30% decrease in concessional finance
2025,Benin,scenario 3,1152559727.7842164,30% decrease in concessional finance
2025,Bhutan,scenario 3,-95853323.08978744,30% decrease in concessional finance
2025,Bolivia,scenario 3,2294104.5283885,30% decrease in concessional finance
2025,Bosnia and Herzegovina,scenario 3,216910081.41168705,30% decrease in concessional finance
2025,Botswana,scenario 3,-141708732.2059778,30% decrease in concessional finance
2025,Brazil,scenario 3,-5429086426.702538,30% decrease in concessional finance
2025,Burkina Faso,scenario 3,1253863207.9731812,30% decrease in concessional finance
2025,Burundi,scenario 3,515077376.0957731,30% decrease in concessional finance
2025,Cabo Verde,scenario 3,-5809107.55943048,30% decrease in concessional finance
2025,Cambodia,scenario 3,1215256164.1881876,30% decrease in concessional finance
2025,Cameroon,scenario 3,-181561522.18320823,30% decrease in concessional finance
2025,Central African Republic,scenario 3,645789261.2246333,30% decrease in concessional finance
2025,Chad,scenario 3,722480630.887736,30% decrease in concessional finance
2025,Colombia,scenario 3,3357277800.061981,30% decrease in concessional finance
2025,Comoros,scenario 3,104741007.14515108,30% decrease in concessional finance
2025,Congo Republic,scenario 3,-320725110.7293067,30% decrease in concessional finance
2025,Costa Rica,scenario 3,953064855.431964,30% decrease in concessional finance
2025,Cote d'Ivoire,scenario 3,874375676.458312,30% decrease in concessional finance
2025,DR Congo,scenario 3,3377409364.01304,30% decrease in concessional finance
2025,Developing countries,scenario 3,19328900796.28925,30% decrease in concessional finance
2025,Djibouti,scenario 3,195787928.9121253,30% decrease in concessional finance
2025,Dominica,scenario 3,34350253.420885995,30% decrease in concessional finance
2025,Dominican Republic,scenario 3,293075954.42427444,30% decrease in concessional finance
2025,Ecuador,scenario 3,-346244789.45966005,30% decrease in concessional finance
2025,Egypt,scenario 3,2722493462.2506733,30% decrease in concessional finance
2025,El Salvador,scenario 3,85952067.86853194,30% decrease in concessional finance
2025,Eritrea,scenario 3,87376750.53523624,30% decrease in concessional finance
2025,Eswatini,scenario 3,47604598.51372345,30% decrease in concessional finance
2025,Ethiopia,scenario 3,4433268478.752577,30% decrease in concessional finance
2025,Fiji,scenario 3,101986032.65184496,30% decrease in concessional finance
2025,Gabon,scenario 3,-42571963.1512028,30% decrease in concessional finance
2025,Gambia,scenario 3,310611216.28323245,30% decrease in concessional finance
2025,Georgia,scenario 3,211139127.89783025,30% decrease in concessional finance
2025,Ghana,scenario 3,-2004665767.0314784,30% decrease in concessional finance
2025,Grenada,scenario 3,19680505.121657945,30% decrease in concessional finance
2025,Guatemala,scenario 3,974577246.0629584,30% decrease in concessional finance
2025,Guinea,scenario 3,126853411.99524784,30% decrease in concessional finance
2025,Guinea-Bissau,scenario 3,128354681.61728804,30% decrease in concessional finance
2025,Guyana,scenario 3,108100366.19884196,30% decrease in concessional finance
2025,Haiti,scenario 3,750948969.2787228,30% decrease in concessional finance
2025,Honduras,scenario 3,-479953387.0160159,30% decrease in concessional finance
2025,India,scenario 3,-893177508.2359886,30% decrease in concessional finance
2025,Indonesia,scenario 3,2126159538.145813,30% decrease in concessional finance
2025,Iran,scenario 3,192225771.76400903,30% decrease in concessional finance
2025,Iraq,scenario 3,80366536.31440067,30% decrease in concessional finance
2025,Jamaica,scenario 3,-626753307.2698015,30% decrease in concessional finance
2025,Jordan,scenario 3,3416682828.164185,30% decrease in concessional finance
2025,Kazakhstan,scenario 3,-3914540346.311504,30% decrease in concessional finance
2025,Kenya,scenario 3,239876234.37478828,30% decrease in concessional finance
2025,Kosovo,scenario 3,300030601.51936746,30% decrease in concessional finance
2025,Kyrgyz Republic,scenario 3,256942555.5884077,30% decrease in concessional finance
2025,Laos,scenario 3,-1292531618.8303752,30% decrease in concessional finance
2025,Lebanon,scenario 3,-1905697867.1381984,30% decrease in concessional finance
2025,Lesotho,scenario 3,114872677.0694753,30% decrease in concessional finance
2025,Liberia,scenario 3,504653297.329137,30% decrease in concessional finance
2025,Low income,scenario 3,30351299266.461582,30% decrease in concessional finance
2025,Lower middle income,scenario 3,6346741757.393433,30% decrease in concessional finance
2025,Madagascar,scenario 3,1098256663.383591,30% decrease in concessional finance
2025,Malawi,scenario 3,1512953645.3249283,30% decrease in concessional finance
2025,Maldives,scenario 3,70404569.47665322,30% decrease in concessional finance
2025,Mali,scenario 3,1029405080.5212266,30% decrease in concessional finance
2025,Mauritania,scenario 3,56740334.6981467,30% decrease in concessional finance
2025,Mauritius,scenario 3,868587265.1353683,30% decrease in concessional finance
2025,Mexico,scenario 3,-4586253261.092312,30% decrease in concessional finance
2025,Moldova,scenario 3,1191572492.0144734,30% decrease in concessional finance
2025,Mongolia,scenario 3,977208098.5157228,30% decrease in concessional finance
2025,Montenegro,scenario 3,-635407331.407834,30% decrease in concessional finance
2025,Morocco,scenario 3,245120194.12134263,30% decrease in concessional finance
2025,Mozambique,scenario 3,2439039075.0936956,30% decrease in concessional finance
2025,Myanmar,scenario 3,368744012.1043264,30% decrease in concessional finance
2025,Nepal,scenario 3,841984133.5944235,30% decrease in concessional finance
2025,Nicaragua,scenario 3,12377159.05954504,30% decrease in concessional finance
2025,Niger,scenario 3,793125200.7579098,30% decrease in concessional finance
2025,Nigeria,scenario 3,2302253393.7430363,30% decrease in concessional finance
2025,North Macedonia,scenario 3,-192780758.81297636,30% decrease in concessional finance
2025,Pakistan,scenario 3,-4475992178.650637,30% decrease in concessional finance
2025,Papua New Guinea,scenario 3,497219853.17891407,30% decrease in concessional finance
2025,Paraguay,scenario 3,293513575.314908,30% decrease in concessional finance
2025,Peru,scenario 3,-1352697320.254738,30% decrease in concessional finance
2025,Philippines,scenario 3,4448374552.764691,30% decrease in concessional finance
2025,Rwanda,scenario 3,1487626961.3068757,30% decrease in concessional finance
2025,Samoa,scenario 3,97485253.9577574,30% decrease in concessional finance
2025,Sao Tome and Principe,scenario 3,76692202.17036337,30% decrease in concessional finance
2025,Senegal,scenario 3,1339943645.6450458,30% decrease in concessional finance
2025,Serbia,scenario 3,2914122349.135672,30% decrease in concessional finance
2025,Sierra Leone,scenario 3,419848390.7092267,30% decrease in concessional finance
2025,Solomon Islands,scenario 3,252806136.21327883,30% decrease in concessional finance
2025,Somalia,scenario 3,1974466964.8372228,30% decrease in concessional finance
2025,South Africa,scenario 3,-6917784443.974377,30% decrease in concessional finance
2025,Sri Lanka,scenario 3,-2665970653.5638123,30% decrease in concessional finance
2025,St. Lucia,scenario 3,83059766.65520594,30% decrease in concessional finance
2025,St. Vincent and the Grenadines,scenario 3,47125105.043060765,30% decrease in concessional finance
2025,Sudan,scenario 3,629512350.180927,30% decrease in concessional finance
2025,Suriname,scenario 3,-10409559.85364926,30% decrease in concessional finance
2025,Tajikistan,scenario 3,162014354.84426343,30% decrease in concessional finance
2025,Tanzania,scenario 3,2644573788.2291965,30% decrease in concessional finance
2025,Thailand,scenario 3,-2245627754.0777955,30% decrease in concessional finance
2025,Timor-Leste,scenario 3,247776691.19417363,30% decrease in concessional finance
2025,Togo,scenario 3,401293158.62828374,30% decrease in concessional finance
2025,Tonga,scenario 3,110944147.01266684,30% decrease in concessional finance
2025,Tunisia,scenario 3,-711459868.0178795,30% decrease in concessional finance
2025,Turkmenistan,scenario 3,-407535633.7285832,30% decrease in concessional finance
2025,Türkiye,scenario 3,-3590784647.478718,30% decrease in concessional finance
2025,Uganda,scenario 3,2088660781.931849,30% decrease in concessional finance
2025,Upper middle income,scenario 3,-17432197133.564606,30% decrease in concessional finance
2025,Uzbekistan,scenario 3,2191362886.433629,30% decrease in concessional finance
2025,Vanuatu,scenario 3,155858945.9626917,30% decrease in concessional finance
2025,Vietnam,scenario 3,-2275166707.9867225,30% decrease in concessional finance
2025,Yemen,scenario 3,1946256707.2108717,30% decrease in concessional finance
2025,Zambia,scenario 3,-641525183.3025913,30% decrease in concessional finance
2025,Zimbabwe,scenario 3,847413355.7577147,30% decrease in concessional finance
2026,Afghanistan,scenario 3,2152510141.8027983,30% decrease in concessional finance
2026,Africa,scenario 3,20339229572.8658,30% decrease in concessional finance
2026,Albania,scenario 3,634385054.0325085,30% decrease in concessional finance
2026,Algeria,scenario 3,117138606.91597292,30% decrease in concessional finance
2026,Angola,scenario 3,-5764318723.116404,30% decrease in concessional finance
2026,Argentina,scenario 3,167892723.16224384,30% decrease in concessional finance
2026,Armenia,scenario 3,-131003169.0051738,30% decrease in concessional finance
2026,Azerbaijan,scenario 3,-3436802324.3609996,30% decrease in concessional finance
2026,Bangladesh,scenario 3,4368372205.217377,30% decrease in concessional finance
2026,Belarus,scenario 3,-1426025751.4084692,30% decrease in concessional finance
2026,Belize,scenario 3,-6900172.317792609,30% decrease in concessional finance
2026,Benin,scenario 3,1067044764.322314,30% decrease in concessional finance
2026,Bhutan,scenario 3,-235941184.4855561,30% decrease in concessional finance
2026,Bolivia,scenario 3,-15694267.04121256,30% decrease in concessional finance
2026,Bosnia and Herzegovina,scenario 3,-454405122.9838598,30% decrease in concessional finance
2026,Botswana,scenario 3,-162832663.6507995,30% decrease in concessional finance
2026,Brazil,scenario 3,200755564.9077568,30% decrease in concessional finance
2026,Burkina Faso,scenario 3,1144572038.830475,30% decrease in concessional finance
2026,Burundi,scenario 3,472385432.5700861,30% decrease in concessional finance
2026,Cabo Verde,scenario 3,-1141110.079277873,30% decrease in concessional finance
2026,Cambodia,scenario 3,1297939916.6330118,30% decrease in concessional finance
2026,Cameroon,scenario 3,-90335323.02084851,30% decrease in concessional finance
2026,Central African Republic,scenario 3,587816643.7860674,30% decrease in concessional finance
2026,Chad,scenario 3,740708363.908839,30% decrease in concessional finance
2026,Colombia,scenario 3,886053502.9313335,30% decrease in concessional finance
2026,Comoros,scenario 3,98586870.2936052,30% decrease in concessional finance
2026,Congo Republic,scenario 3,-280096644.0337392,30% decrease in concessional finance
2026,Costa Rica,scenario 3,2153700466.363805,30% decrease in concessional finance
2026,Cote d'Ivoire,scenario 3,1107673197.5822058,30% decrease in concessional finance
2026,DR Congo,scenario 3,2897016063.1278505,30% decrease in concessional finance
